url	download_complete
www.ics.uci.edu/faculty/area_embedded.php	incomplete
www.ics.uci.edu/~lopes	incomplete
www.ics.uci.edu/../community/friends/leadershipcouncil/index.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=alfaro	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=baldib	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=mmazmani	incomplete
www.ics.uci.edu/computing/services/sophos_win.php	incomplete
www.ics.uci.edu/grad/forms/index.php	incomplete
www.ics.uci.edu/prospective/vi	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=mjcarey	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=ardalan	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=aburtsev	incomplete
www.ics.uci.edu/computing/account/mapdrive_mac.php	incomplete
www.ics.uci.edu/faculty/area_security.php	incomplete
www.ics.uci.edu/computerscience	incomplete
www.ics.uci.edu/computing/contact/index.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=yamingy	incomplete
www.ics.uci.edu/faculty/index.php?letter=O	incomplete
www.ics.uci.edu/prospective/en/degrees/computer-game-science	incomplete
www.ics.uci.edu/faculty/index.php?letter=M	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=taylor	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=hayesg	incomplete
www.ics.uci.edu/ugrad/sao/SAO_Events.php	complete
www.ics.uci.edu/grad/resources	complete
www.ics.uci.edu/prospective/en/degrees/ics-undeclared-pre-major	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=dutt	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=emilyo	incomplete
sherlock.ics.uci.edu	incomplete
www.ics.uci.edu/policies/Academic_Honesty.php	incomplete
www.ics.uci.edu/~thornton	incomplete
www.ics.uci.edu/involved/project_class.php	incomplete
www.ics.uci.edu/faculty/index.php?letter=U	incomplete
www.ics.uci.edu/policies/Course_Outside_UCI.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=klefstad	incomplete
www.ics.uci.edu/computing/email/mailboss.php	incomplete
www.ics.uci.edu/computing/policy/ethics.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=xhx	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1270	incomplete
www.ics.uci.edu/computing/contact/helpdesk.php	incomplete
www.ics.uci.edu/~vazirani	incomplete
www.ics.uci.edu/about/about_contact.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=vvazirani	incomplete
www.ics.uci.edu/../computerscience/index.php	incomplete
www.ics.uci.edu/computing/email/thunderbird_setup.php	incomplete
www.ics.uci.edu/policies/Add_Drop_ChangeOption.php	incomplete
www.ics.uci.edu/../community/news/index.php	incomplete
www.ics.uci.edu/community/news/press/view_press?id=162	incomplete
www.ics.uci.edu/prospective/en/opportunities/research	incomplete
www.ics.uci.edu/~wjohnson	incomplete
